[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                      
{'loss': 0.0, 'grad_norm': 0.6396470069885254, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 20774.0, 'completions/mean_length': 155.775, 'completions/min_length': 80.2, 'completions/max_length': 290.8, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 151.175, 'completions/min_terminated_length': 80.2, 'completions/max_terminated_length': 240.4, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.39642446041107177, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09331300854682922, 'reward': 0.81875, 'reward_std': 0.3698976397514343, 'frac_reward_zero_std': 0.5, 'kl': 0.0004816351251065498, 'entropy': 0.600670313462615, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 1.1530841588974, 'learning_rate': 2.3043478260869566e-06, 'num_tokens': 530111.0, 'completions/mean_length': 128.4375, 'completions/min_length': 62.4, 'completions/max_length': 239.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 128.4375, 'completions/min_terminated_length': 62.4, 'completions/max_terminated_length': 239.0, 'rewards/correctness_reward_func/mean': 0.55, 'rewards/correctness_reward_func/std': 0.862709927558899, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 1.0375, 'reward_std': 0.6925389349460602, 'frac_reward_zero_std': 0.3, 'kl': 0.0005527663388420478, 'entropy': 0.5364102859050035, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.58}
{'loss': 0.0, 'grad_norm': 0.7877379059791565, 'learning_rate': 2.1956521739130435e-06, 'num_tokens': 549529.0, 'completions/mean_length': 145.225, 'completions/min_length': 70.2, 'completions/max_length': 285.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 145.225, 'completions/min_terminated_length': 70.2, 'completions/max_terminated_length': 285.6, 'rewards/correctness_reward_func/mean': 0.575, 'rewards/correctness_reward_func/std': 0.8833157300949097, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.05625, 'reward_std': 0.5689462065696717, 'frac_reward_zero_std': 0.3, 'kl': 0.0005883387286985453, 'entropy': 0.5557640130631626, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.6}
{'loss': 0.0, 'grad_norm': 0.6435515880584717, 'learning_rate': 2.0869565217391305e-06, 'num_tokens': 567015.0, 'completions/mean_length': 128.375, 'completions/min_length': 66.8, 'completions/max_length': 244.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 128.375, 'completions/min_terminated_length': 66.8, 'completions/max_terminated_length': 244.4, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.6682420492172241, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.08062257766723632, 'reward': 0.8125, 'reward_std': 0.5473121404647827, 'frac_reward_zero_std': 0.2, 'kl': 0.0005691608221468414, 'entropy': 0.5278997780755162, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.62}
{'loss': 0.0, 'grad_norm': 0.7365408539772034, 'learning_rate': 1.9782608695652175e-06, 'num_tokens': 586180.0, 'completions/mean_length': 144.9625, 'completions/min_length': 76.4, 'completions/max_length': 282.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 144.9625, 'completions/min_terminated_length': 76.4, 'completions/max_terminated_length': 282.4, 'rewards/correctness_reward_func/mean': 0.375, 'rewards/correctness_reward_func/std': 0.6527305841445923, 'rewards/format_reward_func/mean': 0.44375, 'rewards/format_reward_func/std': 0.13977908194065095, 'reward': 0.81875, 'reward_std': 0.556711059808731, 'frac_reward_zero_std': 0.2, 'kl': 0.0005719473112549168, 'entropy': 0.5470359729602933, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.64}
{'loss': 0.0, 'grad_norm': 1.7586376667022705, 'learning_rate': 1.8695652173913044e-06, 'num_tokens': 605267.0, 'completions/mean_length': 136.8875, 'completions/min_length': 68.8, 'completions/max_length': 263.8, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 132.8183349609375, 'completions/min_terminated_length': 68.8, 'completions/max_terminated_length': 220.2, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.5481241583824158, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.1341565042734146, 'reward': 0.8875, 'reward_std': 0.6236829131841659, 'frac_reward_zero_std': 0.2, 'kl': 0.0006791998680455436, 'entropy': 0.6296768007799983, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.66}
{'loss': 0.0, 'grad_norm': 0.8362615704536438, 'learning_rate': 1.7608695652173916e-06, 'num_tokens': 624515.0, 'completions/mean_length': 138.2, 'completions/min_length': 56.2, 'completions/max_length': 239.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 138.2, 'completions/min_terminated_length': 56.2, 'completions/max_terminated_length': 239.6, 'rewards/correctness_reward_func/mean': 0.675, 'rewards/correctness_reward_func/std': 0.9415650486946106, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 1.1625, 'reward_std': 0.6883958637714386, 'frac_reward_zero_std': 0.2, 'kl': 0.000496101872795407, 'entropy': 0.5195772489532828, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.68}
{'loss': 0.0, 'grad_norm': 0.3970162272453308, 'learning_rate': 1.6521739130434784e-06, 'num_tokens': 643157.0, 'completions/mean_length': 144.125, 'completions/min_length': 72.2, 'completions/max_length': 277.6, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 140.12750244140625, 'completions/min_terminated_length': 72.2, 'completions/max_terminated_length': 275.0, 'rewards/correctness_reward_func/mean': 0.675, 'rewards/correctness_reward_func/std': 0.8887635111808777, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.15625, 'reward_std': 0.8090595543384552, 'frac_reward_zero_std': 0.1, 'kl': 0.000533971872573602, 'entropy': 0.5105716183781623, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.7}
{'loss': 0.0, 'grad_norm': 0.4852597117424011, 'learning_rate': 1.5434782608695653e-06, 'num_tokens': 661913.0, 'completions/mean_length': 138.05, 'completions/min_length': 70.0, 'completions/max_length': 265.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 138.05, 'completions/min_terminated_length': 70.0, 'completions/max_terminated_length': 265.8, 'rewards/correctness_reward_func/mean': 0.25, 'rewards/correctness_reward_func/std': 0.5366260170936584, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 0.73125, 'reward_std': 0.4687548816204071, 'frac_reward_zero_std': 0.4, 'kl': 0.0006554400501045165, 'entropy': 0.618485695309937, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.72}
{'loss': 0.0, 'grad_norm': 1.1083258390426636, 'learning_rate': 1.4347826086956523e-06, 'num_tokens': 678243.0, 'completions/mean_length': 114.825, 'completions/min_length': 52.0, 'completions/max_length': 218.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 114.825, 'completions/min_terminated_length': 52.0, 'completions/max_terminated_length': 218.6, 'rewards/correctness_reward_func/mean': 0.3, 'rewards/correctness_reward_func/std': 0.6893566012382507, 'rewards/format_reward_func/mean': 0.45, 'rewards/format_reward_func/std': 0.1336242973804474, 'reward': 0.75, 'reward_std': 0.5966417074203492, 'frac_reward_zero_std': 0.0, 'kl': 0.0006300891957835119, 'entropy': 0.5896885469555855, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.74}
{'loss': 0.0, 'grad_norm': 0.43552279472351074, 'learning_rate': 1.3260869565217393e-06, 'num_tokens': 699281.0, 'completions/mean_length': 162.175, 'completions/min_length': 77.8, 'completions/max_length': 324.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 162.175, 'completions/min_terminated_length': 77.8, 'completions/max_terminated_length': 324.6, 'rewards/correctness_reward_func/mean': 0.25, 'rewards/correctness_reward_func/std': 0.5366260170936584, 'rewards/format_reward_func/mean': 0.44375, 'rewards/format_reward_func/std': 0.13977908194065095, 'reward': 0.69375, 'reward_std': 0.5180198907852173, 'frac_reward_zero_std': 0.2, 'kl': 0.0007522135674662422, 'entropy': 0.7187043339014053, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.76}
{'loss': 0.0, 'grad_norm': 0.7948850393295288, 'learning_rate': 1.2173913043478262e-06, 'num_tokens': 715631.0, 'completions/mean_length': 115.575, 'completions/min_length': 65.8, 'completions/max_length': 212.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 115.575, 'completions/min_terminated_length': 65.8, 'completions/max_terminated_length': 212.2, 'rewards/correctness_reward_func/mean': 0.6, 'rewards/correctness_reward_func/std': 0.8678042650222778, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.08125, 'reward_std': 0.5268298253417015, 'frac_reward_zero_std': 0.3, 'kl': 0.0005525678731373773, 'entropy': 0.45474577955901624, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.78}
{'loss': 0.0, 'grad_norm': 1.3219355344772339, 'learning_rate': 1.1086956521739132e-06, 'num_tokens': 732838.0, 'completions/mean_length': 121.8875, 'completions/min_length': 59.4, 'completions/max_length': 215.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 121.8875, 'completions/min_terminated_length': 59.4, 'completions/max_terminated_length': 215.0, 'rewards/correctness_reward_func/mean': 0.55, 'rewards/correctness_reward_func/std': 0.7316160321235656, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 1.04375, 'reward_std': 0.6184191823005676, 'frac_reward_zero_std': 0.4, 'kl': 0.0006217987762283883, 'entropy': 0.4996312839910388, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.8}
{'loss': 0.0, 'grad_norm': 0.6664099097251892, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 752521.0, 'completions/mean_length': 147.1375, 'completions/min_length': 69.2, 'completions/max_length': 255.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 147.1375, 'completions/min_terminated_length': 69.2, 'completions/max_terminated_length': 255.2, 'rewards/correctness_reward_func/mean': 0.3, 'rewards/correctness_reward_func/std': 0.5028102040290833, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 0.78125, 'reward_std': 0.39932620972394944, 'frac_reward_zero_std': 0.4, 'kl': 0.0006476940016000299, 'entropy': 0.6253938904032111, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.82}
{'loss': 0.0, 'grad_norm': 0.7321876883506775, 'learning_rate': 8.91304347826087e-07, 'num_tokens': 771775.0, 'completions/mean_length': 140.975, 'completions/min_length': 74.4, 'completions/max_length': 303.4, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 137.08250122070314, 'completions/min_terminated_length': 74.4, 'completions/max_terminated_length': 280.8, 'rewards/correctness_reward_func/mean': 0.45, 'rewards/correctness_reward_func/std': 0.5964244604110718, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.9375, 'reward_std': 0.4320384070277214, 'frac_reward_zero_std': 0.5, 'kl': 0.0006335483604743786, 'entropy': 0.5220987586304545, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.84}
{'loss': 0.0, 'grad_norm': 0.9097595810890198, 'learning_rate': 7.82608695652174e-07, 'num_tokens': 790487.0, 'completions/mean_length': 134.1, 'completions/min_length': 67.4, 'completions/max_length': 261.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 134.1, 'completions/min_terminated_length': 67.4, 'completions/max_terminated_length': 261.0, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.8174680471420288, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.9, 'reward_std': 0.8088943958282471, 'frac_reward_zero_std': 0.1, 'kl': 0.0006171966939291451, 'entropy': 0.5372672937810421, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.86}
{'loss': 0.0, 'grad_norm': 0.9878807067871094, 'learning_rate': 6.73913043478261e-07, 'num_tokens': 808246.0, 'completions/mean_length': 129.2875, 'completions/min_length': 60.2, 'completions/max_length': 245.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 129.2875, 'completions/min_terminated_length': 60.2, 'completions/max_terminated_length': 245.2, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.6788854479789734, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.1, 'reward': 0.9, 'reward_std': 0.661399494111538, 'frac_reward_zero_std': 0.2, 'kl': 0.0007939841933875868, 'entropy': 0.7011533454060555, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.88}
{'loss': 0.0, 'grad_norm': 1.4606198072433472, 'learning_rate': 5.652173913043478e-07, 'num_tokens': 826075.0, 'completions/mean_length': 132.4625, 'completions/min_length': 61.4, 'completions/max_length': 274.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 132.4625, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 274.2, 'rewards/correctness_reward_func/mean': 0.375, 'rewards/correctness_reward_func/std': 0.6028102040290833, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.8625, 'reward_std': 0.5625319480895996, 'frac_reward_zero_std': 0.3, 'kl': 0.0005338661236237386, 'entropy': 0.5104451457038521, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.9}
{'loss': 0.0, 'grad_norm': 0.6044247150421143, 'learning_rate': 4.5652173913043484e-07, 'num_tokens': 844292.0, 'completions/mean_length': 133.1125, 'completions/min_length': 63.6, 'completions/max_length': 288.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 133.1125, 'completions/min_terminated_length': 63.6, 'completions/max_terminated_length': 288.0, 'rewards/correctness_reward_func/mean': 0.7, 'rewards/correctness_reward_func/std': 0.8098780632019043, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.06972136199474335, 'reward': 1.16875, 'reward_std': 0.6422910690307617, 'frac_reward_zero_std': 0.2, 'kl': 0.0006451798973102996, 'entropy': 0.5171985389664769, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.92}
{'loss': 0.0, 'grad_norm': 1.0978803634643555, 'learning_rate': 3.4782608695652175e-07, 'num_tokens': 863029.0, 'completions/mean_length': 141.5125, 'completions/min_length': 66.2, 'completions/max_length': 322.8, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 136.83250122070314, 'completions/min_terminated_length': 66.2, 'completions/max_terminated_length': 295.0, 'rewards/correctness_reward_func/mean': 0.275, 'rewards/correctness_reward_func/std': 0.6366260170936584, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.11831300854682922, 'reward': 0.7375, 'reward_std': 0.4771794259548187, 'frac_reward_zero_std': 0.1, 'kl': 0.0006827798674294173, 'entropy': 0.6844319552183151, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.94}
{'loss': 0.0, 'grad_norm': 0.9644507169723511, 'learning_rate': 2.391304347826087e-07, 'num_tokens': 882157.0, 'completions/mean_length': 142.5, 'completions/min_length': 59.0, 'completions/max_length': 277.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 142.5, 'completions/min_terminated_length': 59.0, 'completions/max_terminated_length': 277.4, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.6155114650726319, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.9, 'reward_std': 0.5946190640330314, 'frac_reward_zero_std': 0.1, 'kl': 0.0006070812731195474, 'entropy': 0.5279812665656209, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.96}
{'loss': 0.0, 'grad_norm': 0.9120445847511292, 'learning_rate': 1.3043478260869566e-07, 'num_tokens': 902729.0, 'completions/mean_length': 154.85, 'completions/min_length': 71.0, 'completions/max_length': 306.6, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 151.0058349609375, 'completions/min_terminated_length': 71.0, 'completions/max_terminated_length': 292.8, 'rewards/correctness_reward_func/mean': 0.575, 'rewards/correctness_reward_func/std': 0.7098780632019043, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09331300854682922, 'reward': 1.04375, 'reward_std': 0.5205961883068084, 'frac_reward_zero_std': 0.2, 'kl': 0.0006086278797738486, 'entropy': 0.6702350161969661, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.98}
{'loss': 0.0, 'grad_norm': 1.2297946214675903, 'learning_rate': 2.173913043478261e-08, 'num_tokens': 919441.0, 'completions/mean_length': 120.0, 'completions/min_length': 63.0, 'completions/max_length': 257.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 120.0, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 257.0, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.7344971895217896, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.1433130085468292, 'reward': 0.80625, 'reward_std': 0.6557184815406799, 'frac_reward_zero_std': 0.0, 'kl': 0.000734402891521313, 'entropy': 0.610822444409132, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.0}
{'train_runtime': 4070.0332, 'train_samples_per_second': 0.983, 'train_steps_per_second': 0.061, 'train_loss': 2.9959579464048148e-05, 'epoch': 1.0}
Saving GRPO Adapter...
