[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                         
{'loss': 0.0, 'grad_norm': 0.8383814692497253, 'learning_rate': 5.000000000000001e-07, 'num_tokens': 21593.0, 'completions/mean_length': 166.0125, 'completions/min_length': 90.4, 'completions/max_length': 310.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 166.0125, 'completions/min_terminated_length': 90.4, 'completions/max_terminated_length': 310.8, 'rewards/correctness_reward_func/mean': 0.45, 'rewards/correctness_reward_func/std': 0.2612451553344727, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.10387786626815795, 'reward': 0.90625, 'reward_std': 0.31830228865146637, 'frac_reward_zero_std': 0.3, 'kl': 0.0003359658752742689, 'entropy': 0.5712090840563178, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.02}
{'loss': 0.0001, 'grad_norm': 0.7675657272338867, 'learning_rate': 3.272542485937369e-06, 'num_tokens': 529484.0, 'completions/mean_length': 118.125, 'completions/min_length': 63.8, 'completions/max_length': 230.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 118.125, 'completions/min_terminated_length': 63.8, 'completions/max_terminated_length': 230.0, 'rewards/correctness_reward_func/mean': 0.4974999904632568, 'rewards/correctness_reward_func/std': 0.6686131596565247, 'rewards/format_reward_func/mean': 0.5, 'rewards/format_reward_func/std': 0.0, 'reward': 0.9974999904632569, 'reward_std': 0.4520853579044342, 'frac_reward_zero_std': 0.5, 'kl': 0.0008776697124631028, 'entropy': 0.4540188083425164, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.58}
{'loss': 0.0001, 'grad_norm': 0.5751508474349976, 'learning_rate': 3.1275746155176547e-06, 'num_tokens': 548717.0, 'completions/mean_length': 142.9125, 'completions/min_length': 73.8, 'completions/max_length': 292.6, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 138.0616683959961, 'completions/min_terminated_length': 73.8, 'completions/max_terminated_length': 262.2, 'rewards/correctness_reward_func/mean': 0.5662500023841858, 'rewards/correctness_reward_func/std': 0.8524253129959106, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 1.047499990463257, 'reward_std': 0.5949023962020874, 'frac_reward_zero_std': 0.2, 'kl': 0.0008222749020205811, 'entropy': 0.5042214386165143, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.6}
{'loss': 0.0001, 'grad_norm': 0.7304779887199402, 'learning_rate': 2.9803167933842712e-06, 'num_tokens': 565900.0, 'completions/mean_length': 124.5875, 'completions/min_length': 61.4, 'completions/max_length': 279.0, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 119.67583465576172, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 215.0, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.8054611682891846, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 0.90625, 'reward_std': 0.6006927251815796, 'frac_reward_zero_std': 0.2, 'kl': 0.0009808766031710547, 'entropy': 0.48272791095077994, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.62}
{'loss': 0.0001, 'grad_norm': 0.49362486600875854, 'learning_rate': 2.8313063473605694e-06, 'num_tokens': 585394.0, 'completions/mean_length': 149.075, 'completions/min_length': 81.4, 'completions/max_length': 293.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 149.075, 'completions/min_terminated_length': 81.4, 'completions/max_terminated_length': 293.4, 'rewards/correctness_reward_func/mean': 0.3487500011920929, 'rewards/correctness_reward_func/std': 0.6656106829643249, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 0.8299999952316284, 'reward_std': 0.5170470282435418, 'frac_reward_zero_std': 0.2, 'kl': 0.001049150865219417, 'entropy': 0.5539095131680369, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.64}
{'loss': 0.0001, 'grad_norm': 1.6059445142745972, 'learning_rate': 2.6810870004044065e-06, 'num_tokens': 604118.0, 'completions/mean_length': 132.35, 'completions/min_length': 58.4, 'completions/max_length': 252.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 132.35, 'completions/min_terminated_length': 58.4, 'completions/max_terminated_length': 252.2, 'rewards/correctness_reward_func/mean': 0.421249994635582, 'rewards/correctness_reward_func/std': 0.5205457329750061, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.9087499976158142, 'reward_std': 0.5547541782259942, 'frac_reward_zero_std': 0.3, 'kl': 0.0011960536550759571, 'entropy': 0.5400084028020501, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.66}
{'loss': 0.0001, 'grad_norm': 0.8582397699356079, 'learning_rate': 2.5302068866220438e-06, 'num_tokens': 622859.0, 'completions/mean_length': 131.8625, 'completions/min_length': 67.4, 'completions/max_length': 220.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 131.8625, 'completions/min_terminated_length': 67.4, 'completions/max_terminated_length': 220.2, 'rewards/correctness_reward_func/mean': 0.5887500047683716, 'rewards/correctness_reward_func/std': 0.889557671546936, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 1.0762500047683716, 'reward_std': 0.6417347252368927, 'frac_reward_zero_std': 0.2, 'kl': 0.0009652806793383206, 'entropy': 0.45097237173467875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.68}
{'loss': 0.0001, 'grad_norm': 0.3578863739967346, 'learning_rate': 2.379216551186233e-06, 'num_tokens': 641013.0, 'completions/mean_length': 138.025, 'completions/min_length': 66.6, 'completions/max_length': 303.4, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 132.72333374023438, 'completions/min_terminated_length': 66.6, 'completions/max_terminated_length': 230.0, 'rewards/correctness_reward_func/mean': 0.65, 'rewards/correctness_reward_func/std': 0.6627099275588989, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.13125, 'reward_std': 0.5921453341841698, 'frac_reward_zero_std': 0.3, 'kl': 0.0010462163083502674, 'entropy': 0.5233006309717894, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.7}
{'loss': 0.0001, 'grad_norm': 0.9377686977386475, 'learning_rate': 2.228666941456585e-06, 'num_tokens': 659378.0, 'completions/mean_length': 133.1625, 'completions/min_length': 70.2, 'completions/max_length': 261.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 133.1625, 'completions/min_terminated_length': 70.2, 'completions/max_terminated_length': 261.6, 'rewards/correctness_reward_func/mean': 0.24375, 'rewards/correctness_reward_func/std': 0.4978509545326233, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 0.725, 'reward_std': 0.4282619595527649, 'frac_reward_zero_std': 0.5, 'kl': 0.001120832607284683, 'entropy': 0.5819646485149861, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.72}
{'loss': 0.0001, 'grad_norm': 1.3324329853057861, 'learning_rate': 2.079107396632404e-06, 'num_tokens': 675890.0, 'completions/mean_length': 117.1, 'completions/min_length': 51.2, 'completions/max_length': 209.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 117.1, 'completions/min_terminated_length': 51.2, 'completions/max_terminated_length': 209.4, 'rewards/correctness_reward_func/mean': 0.24874999970197678, 'rewards/correctness_reward_func/std': 0.6471374809741974, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.7237499952316284, 'reward_std': 0.4760866045951843, 'frac_reward_zero_std': 0.3, 'kl': 0.0012691725894910632, 'entropy': 0.5431591922417283, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.74}
{'loss': 0.0001, 'grad_norm': 0.8506597876548767, 'learning_rate': 1.9310836432735252e-06, 'num_tokens': 694855.0, 'completions/mean_length': 136.2625, 'completions/min_length': 61.4, 'completions/max_length': 260.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 136.2625, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 260.4, 'rewards/correctness_reward_func/mean': 0.3225000023841858, 'rewards/correctness_reward_func/std': 0.650495183467865, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.034156504273414615, 'reward': 0.8100000023841858, 'reward_std': 0.5879406929016113, 'frac_reward_zero_std': 0.3, 'kl': 0.00129672551247495, 'entropy': 0.5556127468124032, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.76}
{'loss': 0.0001, 'grad_norm': 0.8588785529136658, 'learning_rate': 1.7851358040032773e-06, 'num_tokens': 710913.0, 'completions/mean_length': 111.925, 'completions/min_length': 66.4, 'completions/max_length': 185.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 111.925, 'completions/min_terminated_length': 66.4, 'completions/max_terminated_length': 185.2, 'rewards/correctness_reward_func/mean': 0.6737499952316284, 'rewards/correctness_reward_func/std': 0.7893031716346741, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 1.1674999952316285, 'reward_std': 0.649449223279953, 'frac_reward_zero_std': 0.2, 'kl': 0.0008387960967411346, 'entropy': 0.3935979388654232, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.78}
{'loss': 0.0001, 'grad_norm': 0.6667647361755371, 'learning_rate': 1.6417964266596043e-06, 'num_tokens': 728066.0, 'completions/mean_length': 121.2125, 'completions/min_length': 60.8, 'completions/max_length': 208.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 121.2125, 'completions/min_terminated_length': 60.8, 'completions/max_terminated_length': 208.0, 'rewards/correctness_reward_func/mean': 0.668750011920929, 'rewards/correctness_reward_func/std': 0.6587991118431091, 'rewards/format_reward_func/mean': 0.5, 'rewards/format_reward_func/std': 0.0, 'reward': 1.16875, 'reward_std': 0.5530533730983734, 'frac_reward_zero_std': 0.4, 'kl': 0.0010454302208927403, 'entropy': 0.454431739076972, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.8}
{'loss': 0.0001, 'grad_norm': 0.720674455165863, 'learning_rate': 1.5015885410857617e-06, 'num_tokens': 746828.0, 'completions/mean_length': 135.625, 'completions/min_length': 75.0, 'completions/max_length': 210.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 135.625, 'completions/min_terminated_length': 75.0, 'completions/max_terminated_length': 210.6, 'rewards/correctness_reward_func/mean': 0.275, 'rewards/correctness_reward_func/std': 0.47888544797897337, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 0.76875, 'reward_std': 0.3695133551955223, 'frac_reward_zero_std': 0.5, 'kl': 0.0011532563861692325, 'entropy': 0.5206187769770623, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.82}
{'loss': 0.0001, 'grad_norm': 0.8048415184020996, 'learning_rate': 1.3650237506511333e-06, 'num_tokens': 765293.0, 'completions/mean_length': 131.1125, 'completions/min_length': 63.0, 'completions/max_length': 239.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 131.1125, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 239.2, 'rewards/correctness_reward_func/mean': 0.4475000023841858, 'rewards/correctness_reward_func/std': 0.7001086831092834, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 0.9412499904632569, 'reward_std': 0.5369095087051392, 'frac_reward_zero_std': 0.4, 'kl': 0.00122891100236302, 'entropy': 0.4970277091488242, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.84}
{'loss': 0.0001, 'grad_norm': 0.6645204424858093, 'learning_rate': 1.2326003654660248e-06, 'num_tokens': 783548.0, 'completions/mean_length': 128.3875, 'completions/min_length': 67.0, 'completions/max_length': 198.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 128.3875, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 198.6, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.7224903106689453, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 0.83125, 'reward_std': 0.5285377502441406, 'frac_reward_zero_std': 0.3, 'kl': 0.0010029584744188468, 'entropy': 0.5272082334384323, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.86}
{'loss': 0.0001, 'grad_norm': 0.5616598129272461, 'learning_rate': 1.1048015841021045e-06, 'num_tokens': 799704.0, 'completions/mean_length': 109.25, 'completions/min_length': 53.4, 'completions/max_length': 201.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 109.25, 'completions/min_terminated_length': 53.4, 'completions/max_terminated_length': 201.4, 'rewards/correctness_reward_func/mean': 0.5237499952316285, 'rewards/correctness_reward_func/std': 0.7053249597549438, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.9987499952316284, 'reward_std': 0.6124054178595543, 'frac_reward_zero_std': 0.3, 'kl': 0.0012543657099740812, 'entropy': 0.618232038244605, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.88}
{'loss': 0.0001, 'grad_norm': 0.4877225458621979, 'learning_rate': 9.820937304532221e-07, 'num_tokens': 816856.0, 'completions/mean_length': 124.0, 'completions/min_length': 69.8, 'completions/max_length': 220.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 124.0, 'completions/min_terminated_length': 69.8, 'completions/max_terminated_length': 220.0, 'rewards/correctness_reward_func/mean': 0.5949999928474426, 'rewards/correctness_reward_func/std': 0.7542664647102356, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.0762500047683716, 'reward_std': 0.6414176046848297, 'frac_reward_zero_std': 0.3, 'kl': 0.0011583951614738907, 'entropy': 0.5063507314771414, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.9}
{'loss': 0.0001, 'grad_norm': 0.8905606269836426, 'learning_rate': 8.649245521700897e-07, 'num_tokens': 835958.0, 'completions/mean_length': 144.175, 'completions/min_length': 60.2, 'completions/max_length': 324.8, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 139.93500061035155, 'completions/min_terminated_length': 60.2, 'completions/max_terminated_length': 276.2, 'rewards/correctness_reward_func/mean': 0.789999994635582, 'rewards/correctness_reward_func/std': 0.6392163753509521, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.2712499976158143, 'reward_std': 0.6486952245235443, 'frac_reward_zero_std': 0.1, 'kl': 0.000982199420195684, 'entropy': 0.46565222684293983, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.92}
{'loss': 0.0001, 'grad_norm': 0.8477874994277954, 'learning_rate': 7.537215868776579e-07, 'num_tokens': 853775.0, 'completions/mean_length': 130.0125, 'completions/min_length': 63.6, 'completions/max_length': 241.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 130.0125, 'completions/min_terminated_length': 63.6, 'completions/max_terminated_length': 241.6, 'rewards/correctness_reward_func/mean': 0.4225000023841858, 'rewards/correctness_reward_func/std': 0.6809624195098877, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.044721361994743344, 'reward': 0.8974999904632568, 'reward_std': 0.4206864356994629, 'frac_reward_zero_std': 0.4, 'kl': 0.0013090200056467439, 'entropy': 0.586902491748333, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.94}
{'loss': 0.0001, 'grad_norm': 0.7929261326789856, 'learning_rate': 6.488906021366925e-07, 'num_tokens': 872646.0, 'completions/mean_length': 139.2875, 'completions/min_length': 55.4, 'completions/max_length': 244.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 139.2875, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 244.0, 'rewards/correctness_reward_func/mean': 0.4224999904632568, 'rewards/correctness_reward_func/std': 0.5687450528144836, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.9099999904632569, 'reward_std': 0.4456009268760681, 'frac_reward_zero_std': 0.4, 'kl': 0.0012285101438465063, 'entropy': 0.5191843144595623, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.96}
{'loss': 0.0001, 'grad_norm': 0.8072630167007446, 'learning_rate': 5.508141148419443e-07, 'num_tokens': 892396.0, 'completions/mean_length': 144.575, 'completions/min_length': 58.8, 'completions/max_length': 315.2, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 140.21416931152345, 'completions/min_terminated_length': 58.8, 'completions/max_terminated_length': 309.6, 'rewards/correctness_reward_func/mean': 0.5724999904632568, 'rewards/correctness_reward_func/std': 0.6030467629432679, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09946779310703277, 'reward': 1.0349999904632567, 'reward_std': 0.5318362385034561, 'frac_reward_zero_std': 0.2, 'kl': 0.0012176463495052303, 'entropy': 0.5893564613536, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.98}
{'loss': 0.0001, 'grad_norm': 0.8695443272590637, 'learning_rate': 4.598499954594882e-07, 'num_tokens': 908147.0, 'completions/mean_length': 107.9875, 'completions/min_length': 61.2, 'completions/max_length': 190.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 107.9875, 'completions/min_terminated_length': 61.2, 'completions/max_terminated_length': 190.8, 'rewards/correctness_reward_func/mean': 0.5475000023841858, 'rewards/correctness_reward_func/std': 0.9094400048255921, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 1.0225000023841857, 'reward_std': 0.6453777909278869, 'frac_reward_zero_std': 0.2, 'kl': 0.001382016050411039, 'entropy': 0.549523651599884, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.0}
{'loss': 0.0001, 'grad_norm': 0.012911584228277206, 'learning_rate': 3.763301621961979e-07, 'num_tokens': 926723.0, 'completions/mean_length': 138.6, 'completions/min_length': 65.0, 'completions/max_length': 289.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 138.6, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 289.8, 'rewards/correctness_reward_func/mean': 0.2700000047683716, 'rewards/correctness_reward_func/std': 0.6039928078651429, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.7575000047683715, 'reward_std': 0.5933994770050048, 'frac_reward_zero_std': 0.2, 'kl': 0.001191475969426392, 'entropy': 0.5192442676052451, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.02}
{'loss': 0.0001, 'grad_norm': 0.7344580888748169, 'learning_rate': 3.005593698662057e-07, 'num_tokens': 944040.0, 'completions/mean_length': 120.3625, 'completions/min_length': 75.2, 'completions/max_length': 215.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 120.3625, 'completions/min_terminated_length': 75.2, 'completions/max_terminated_length': 215.0, 'rewards/correctness_reward_func/mean': 0.5450000047683716, 'rewards/correctness_reward_func/std': 0.7320081710815429, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.034156504273414615, 'reward': 1.0325000047683717, 'reward_std': 0.2858651280403137, 'frac_reward_zero_std': 0.6, 'kl': 0.001220229427326558, 'entropy': 0.590739126317203, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.04}
{'loss': 0.0001, 'grad_norm': 0.6077677011489868, 'learning_rate': 2.3281409787363652e-07, 'num_tokens': 958558.0, 'completions/mean_length': 97.275, 'completions/min_length': 54.8, 'completions/max_length': 159.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 97.275, 'completions/min_terminated_length': 54.8, 'completions/max_terminated_length': 159.2, 'rewards/correctness_reward_func/mean': 0.6737500011920929, 'rewards/correctness_reward_func/std': 0.8916642785072326, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 1.1549999952316283, 'reward_std': 0.8191290855407715, 'frac_reward_zero_std': 0.2, 'kl': 0.0012948964913448435, 'entropy': 0.47092510741204024, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.06}
{'loss': 0.0001, 'grad_norm': 0.4675294756889343, 'learning_rate': 1.7334154136924492e-07, 'num_tokens': 977374.0, 'completions/mean_length': 136.5, 'completions/min_length': 69.0, 'completions/max_length': 254.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 136.5, 'completions/min_terminated_length': 69.0, 'completions/max_terminated_length': 254.8, 'rewards/correctness_reward_func/mean': 0.3487500011920929, 'rewards/correctness_reward_func/std': 0.7289846658706665, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 0.8424999952316284, 'reward_std': 0.5207079410552978, 'frac_reward_zero_std': 0.4, 'kl': 0.001306812896291376, 'entropy': 0.5868847157806159, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.08}
{'loss': 0.0001, 'grad_norm': 0.024503670632839203, 'learning_rate': 1.223587092621162e-07, 'num_tokens': 993493.0, 'completions/mean_length': 104.9875, 'completions/min_length': 60.4, 'completions/max_length': 186.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 104.9875, 'completions/min_terminated_length': 60.4, 'completions/max_terminated_length': 186.6, 'rewards/correctness_reward_func/mean': 0.47250000238418577, 'rewards/correctness_reward_func/std': 0.7099535346031189, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.05915650427341461, 'reward': 0.9537499904632568, 'reward_std': 0.4726911664009094, 'frac_reward_zero_std': 0.4, 'kl': 0.00133967749261501, 'entropy': 0.48441745396703484, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.1}
{'loss': 0.0001, 'grad_norm': 1.0422919988632202, 'learning_rate': 8.005163237769314e-08, 'num_tokens': 1011530.0, 'completions/mean_length': 125.5625, 'completions/min_length': 67.4, 'completions/max_length': 229.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 125.5625, 'completions/min_terminated_length': 67.4, 'completions/max_terminated_length': 229.6, 'rewards/correctness_reward_func/mean': 0.6975000023841857, 'rewards/correctness_reward_func/std': 0.9117096304893494, 'rewards/format_reward_func/mean': 0.5, 'rewards/format_reward_func/std': 0.0, 'reward': 1.1974999904632568, 'reward_std': 0.6351561903953552, 'frac_reward_zero_std': 0.2, 'kl': 0.0013114661656800307, 'entropy': 0.5124932765960694, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 1.12}
